word	syllables	hiper_suf	suffix	meaning	semantics	ending	cons.cluster	all_vowels	last_vowel	1	2
akolut	3	-	-	w filozofii: doświadczenie zmysłowe wywołujące przekonanie, że występuje po jakimś wcześniejszym zdarzeniu	NA	u	t	aou	u	3.421582859035244e-4	-5.419266973430834e-4
akompaniament	6	-	-	partia instrumentalna utworu towarzysząca i podporządkowana partii głównej	NA	u	nt	aoaiae	e	1.0086386918387387e-4	7.829209150995916e-4
akonit	3	-	-	NOT FOUND	NA	u	t	aoi	i	-4.481079002583831e-4	-2.86945685881479e-4
akord	2	-	-	współbrzmienie co najmniej trzech różnych dźwięków	NA	u	rd	ao	o	5.940204338792425e-4	-5.878522567676934e-4
akordeon	4	-	-	instrument muzyczny, harmonia ręczna	артефакт	u	n	aoeo	o	3.715190171114931e-4	-2.878652872799458e-4
akordeonik	5	-	-	NOT FOUND	NA	u	k	aoeoi	i	-7.886103392983276e-4	1.275136081388285e-4
akr	1	-	-	w krajach anglosaskich jednostka powierzchni gruntów równa 4047 m²	единица измерения	a	kr	a	a	8.143764037068989e-4	-8.451276956488067e-4
akratofor	4	-	-	NOT FOUND	NA	u	r	aaoo	o	3.1794973297008837e-4	-1.795785621835065e-4
akrolit	3	-	-	w sztuce starożytnej Grecji: posąg wykonany z dwóch materiałów	артефакт	u	t	aoi	i	-3.4846566233840266e-4	-2.6565224285064e-4
akromonogram	5	-	-	utwór wierszowany, w którym każdy nowy wers zaczyna się od litery kończącej wers poprzedni	NA	u	m	aoooa	a	1.2898932970031984e-4	-1.9957180393653763e-4
akronim	3	-	-	skrótowiec	NA	u	m	aoi	i	-3.4027747845312515e-4	-2.8248544030119705e-4
akropol	3	-	-	w starożytnej Grecji: część miasta położona na wzgórzu	артефакт	u	l	aoo	o	4.8769919765273535e-4	-2.725385428647219e-4
akrosom	3	-	-	twór pokrywający przednią część główki plemnika, zawierający substancje ułatwiające przenikanie plemnika do komórki jajowej	артефакт	u	m	aoo	o	4.971126305753343e-4	-3.5982446312500597e-4
akrostych	3	-	-	utwór wierszowany, w którym początkowe litery lub słowa wersów albo zwrotek tworzą wyraz bądź zdanie	NA	u	ch	aoy	y	-2.582230975600131e-4	-4.717440984929922e-4
akroterion	5	-	-	element dekoracyjny w postaci posągu, palmety, wazy itp., wieńczący wierzchołek i boczne narożniki frontonu budowli antycznych	артефакт	u	n	aoeio	o	2.619585974777792e-4	-1.4511321311386165e-4
akrylan	3	-	-	ester kwasu akrylowego	артефакт	u	n	aya	a	4.876485171990516e-4	-4.01144624016787e-4
akrylonitryl	5	-	-	trująca ciecz o nieprzyjemnym zapachu	вещество	u	l	ayoiy	y	-4.156501462000135e-4	-1.9798704963537128e-4
aksamit	3	-	-	miękka tkanina z krótkim, strzyżonym włosem	артефакт	u	t	aai	i	-4.196108858648473e-4	-2.672964467647139e-4
aksel	2	-	-	skok w łyżwiarstwie figurowym	NA	a	l	ae	e	4.4532313845559255e-4	3.152131795999297e-4
akselbant	3	-	-	pleciony sznur noszony na ramieniu przy mundurze oficerskim lub galowym	артефакт	u	nt	aea	a	5.002409797161598e-4	-2.6274767261849716e-4
akseroftol	4	-	-	witamina A	NA	u	l	aeoo	o	2.770948468986181e-4	-2.2149105549700303e-4
aksjomat	3	-	-	w logice: założenie, które przyjmuje się bez dowodu w systemie dedukcyjnym	NA	u	t	aoa	a	2.829382612219967e-4	-4.2719245969013623e-4
aksjometr	3	-	-	przyrząd wskazujący w stopniach położenie steru w stosunku do płaszczyzny symetrii okrętu	артефакт	u	tr	aoe	e	4.026550955558847e-4	7.309820381628981e-4
aksometr	3	-	-	przyrząd okulistyczny do określania osi optycznej szkieł okularów i przystosowywania jej do osi optycznej oka	артефакт	u	tr	aoe	e	4.026550955558847e-4	7.309820381628981e-4
akson	2	-	-	wypustka komórki nerwowej, przewodząca bodźce od komórki na zewnątrz	NA	u	n	ao	o	5.248677850229099e-4	-5.083264144479005e-4
aksonometr	4	-	-	NOT FOUND	NA	u	tr	aooe	e	1.784756702914286e-4	7.36838442302053e-4
aksostyl	3	-	-	NOT FOUND	NA	u	l	aoy	y	-2.99715070216063e-4	-3.191134551898216e-4
aksynit	3	-	-	kamień półszlachetny	NA	u	t	ayi	i	-6.591218519330177e-4	-2.997629750414758e-4
akt	1	-	-	czyn, działanie będące urzeczywistnieniem jakiegoś zamysłu lub spełnieniem jakiejś powinności albo przejawem czegoś	NA	u	kt	a	a	6.352804794714299e-4	-6.646085299550363e-4
aktograf	3	-	-	aparat rejestrujący ruchy ciała	артефакт	u	f	aoa	a	4.971254081122763e-4	-3.9785532126077977e-4
aktogram	3	-	-	wykres aktywności ruchowej organizmu zarejestrowany przez aktograf	NA	u	m	aoa	a	3.9076868302725465e-4	-4.227322141098543e-4
aktorat	3	-	-	NOT FOUND	NA	u	t	aoa	a	2.829382612219967e-4	-4.2719245969013623e-4
aktuariat	5	-	-	NOT FOUND	NA	u	t	auaia	a	-2.455274669177829e-5	-2.0604950374554878e-4
aktynograf	4	-	-	aktynometr wyposażony w urządzenie samopiszące	артефакт	u	f	ayoa	a	3.828795854036119e-4	-3.013264568363624e-4
aktynolit	4	-	-	minerał o barwie zielonawej, występujący w skałach metamorficznych	NA	u	t	ayoi	i	-6.728405077806974e-4	-2.4118809473439444e-4
aktynometr	4	-	-	przyrząd do pomiaru natężenia promieniowania słonecznego	артефакт	u	tr	ayoe	e	2.849063533177559e-4	8.620413353164505e-4
aktynon	3	-	-	naturalny izotop promieniotwórczy radonu	NA	u	n	ayo	o	3.996133393682205e-4	-3.865792439315269e-4
aktywator	4	-	-	substancja, która sama nie zmienia szybkości reakcji, ale dodana do katalizatora znacznie tę reakcję przyśpiesza	вещество	a	r	ayao	o	3.7036269672759007e-4	-2.3567722356912328e-4
akubus	3	-	-	NOT FOUND	NA	u	s	auu	u	4.531050630744657e-4	-5.559598153891531e-4
akumulator	5	-	-	urządzenie do magazynowania energii elektrycznej, mechanicznej lub cieplnej	артефакт	a	r	auuao	o	3.404900794431129e-4	5.974719352869792e-5
akupunkt	3	-	-	miejsce zakończeń nerwowych w skórze lub tkance podskórnej, które poddane nakłuciom, uciskom lub masażowi przenosi bodźce do określonych organów ciała	NA	u	nkt	auu	u	4.846910056345369e-4	-6.49884425559855e-4
akut	2	-	-	akcent samogłoski krótkiej o intonacji rosnącej	NA	u	t	au	u	4.6962133005906437e-4	-6.481479049817159e-4
akuzatiwus	5	-	-	biernik	NA	u	s	auaiu	u	2.1223563755201676e-4	-3.798274781219286e-4
akuzator	4	-	-	NOT FOUND	NA	a	r	auao	o	3.3324975371194543e-4	-1.2548000320203865e-4
akuzatyw	4	-	-	biernik	NA	u	w	auay	y	-7.73850388047055e-4	-2.7301743974763513e-4
akwadag	3	-	-	NOT FOUND	NA	u	g	aaa	a	4.2151065472517316e-4	-4.3599780494095805e-4
akwadukt	3	-	-	NOT FOUND	NA	u	kt	aau	u	4.844194960489067e-4	-4.944802081392978e-4
akwalung	3	-	-	aparat umocowany na plecach płetwonurka, umożliwiający oddychanie pod wodą	артефакт	u	ng	aau	u	3.2374967128801586e-4	-5.38680550183637e-4
akwamaryn	4	-	-	kamień szlachetny o niebieskawozielonej barwie	NA	u	n	aaay	y	-5.959452600517754e-4	-3.3085733956670976e-4
akwapark	3	-	-	NOT FOUND	NA	u	rk	aaa	a	4.274774606244063e-4	-4.0743398100056725e-4
akwaplan	3	-	-	narty wodne	NA	u	n	aaa	a	3.8242341934878384e-4	-3.987391648991552e-4
akwarobot	4	-	-	NOT FOUND	артефакт	a	t	aaoo	o	2.6823391593615466e-4	-3.039574223634353e-4
akwawibron	4	-	-	aparat do wykonywania masażu na sucho lub pod wodą	артефакт	u	n	aaio	o	3.756767600441308e-4	-2.870047769717811e-4
akwedukt	3	-	-	naziemny wodociąg wraz z podtrzymującą go konstrukcją, doprowadzający wodę z terenów położonych wyżej	артефакт	u	kt	aeu	u	5.875703281275519e-4	-4.729704181461198e-4
akwen	2	-	-	obszar wodny lub jego część	часть предмета	u	n	ae	e	5.335954748107683e-4	2.0446046454864752e-4
akwilon	3	-	-	bóg wiatru północnego	NA	u	n	aio	o	4.0012604370748647e-4	-0.00038076385346375637
akwinit	3	-	-	NOT FOUND	NA	u	t	aii	i	-6.69431432138394e-4	-3.1733300551511624e-4
alabandyn	4	-	-	NOT FOUND	NA	u	n	aaay	y	-5.959452600517754e-4	-3.3085733956670976e-4
alabandyt	4	-	-	NOT FOUND	NA	u	t	aaay	y	-7.04984223394105e-4	-3.387880869357372e-4
alabastron	4	-	-	naczynko z alabastru, gliny lub szkła, przeznaczone na wonności, używane w starożytnej Grecji i w starożytnym Egipcie	NA	u	n	aaao	o	2.8423774654026814e-4	-2.9417236235164136e-4
alakant	3	-	-	NOT FOUND	NA	u	nt	aaa	a	3.954606225300945e-4	-2.8389095324160975e-4
alaks	2	-	-	NOT FOUND	NA	u	ks	aa	a	5.088232078265212e-4	-4.7250325727129513e-4
alarm	2	-	-	sygnał dźwiękowy lub świetlny ostrzegający przed niebezpieczeństwem; też: urządzenie do nadawania takiego sygnału	артефакт	u	rm	aa	a	6.570713244518194e-4	-4.807666118006094e-4
alaskit	3	-	-	NOT FOUND	NA	u	t	aai	i	-5.192531237848277e-4	-2.8858988979555284e-4
alasz	2	-	-	likier kminkowy	артефакт	u	sz	aa	a	6.266365649172288e-4	-5.898816428337996e-4
alax	2	-	-	NOT FOUND	NA	u	x	aa	a	5.599752407021906e-4	-4.6204654202418446e-4
albedometr	4	-	-	NOT FOUND	NA	u	tr	aeoe	e	1.9037045378808183e-4	7.250301501944938e-4
albinos	3	-	-	człowiek lub zwierzę mające białą lub bladoróżową skórę, białe owłosienie i czerwonawe źrenice wskutek braku barwnika	NA	a	s	aio	o	4.086972277491618e-4	-4.2381648797673485e-4
albit	2	-	-	biały minerał, składnik skał magmowych	NA	u	t	ai	i	-2.692429826273885e-4	-4.152503752438308e-4
albom	2	-	-	biała szata liturgiczna duchownych katolickich, noszona pod ornatem	артефакт	u	m	ao	o	6.233014814058187e-4	-4.905034732058072e-4
albucid	3	-	-	NOT FOUND	NA	u	d	aui	i	-5.001424788625862e-4	-3.1245011971011333e-4
album	2	-	-	księga z kartami do wklejania fotografii, znaczków pocztowych itp.	артефакт	u	m	au	u	6.770939897843027e-4	-6.223942163705952e-4
albuminat	4	-	-	NOT FOUND	NA	u	t	auia	a	1.1091803319656366e-4	-3.047071992294147e-4
albuminoid	5	-	-	NOT FOUND	NA	u	d	auioi	i	-6.093632966205235e-4	-1.661085547691348e-4
albuminometr	5	-	-	przyrząd do określania ilości białek w płynach ustrojowych	артефакт	u	tr	auioe	e	1.7737751396101214e-4	9.067871552323595e-4
aldehyd	3	-	-	związek organiczny tworzący kwasy	NA	u	d	aey	y	-5.614659428431178e-4	-4.5582748590249983e-4
aldoksym	3	-	-	NOT FOUND	NA	u	m	aoy	y	-2.9030163729346385e-4	-4.063993754501057e-4
aldol	2	-	-	NOT FOUND	NA	u	l	ao	o	5.14245810563239e-4	-4.2451099597636205e-4
aldosteron	4	-	-	hormon kory nadnerczy	NA	u	n	aoeo	o	2.718767791915127e-4	-3.0915873031078474e-4
aldrej	2	-	-	NOT FOUND	NA	u	j	ae	e	5.175440327096727e-4	2.283095718632824e-4
alef	2	-	-	NOT FOUND	NA	both	f	ae	e	4.614510585432329e-4	2.3151070915788125e-4
alegat	3	-	-	NOT FOUND	NA	u	t	aea	a	2.785225752725391e-4	-4.0682007467590897e-4
alekant	3	-	-	NOT FOUND	NA	u	nt	aea	a	4.005987417961793e-4	-2.840411156493361e-4
aleksandryn	4	-	-	wiersz jambiczny 12-zgłoskowy	NA	u	n	aeay	y	-5.529348185892335e-4	-3.091241254748035e-4
aleksandryt	4	-	-	przezroczysty kamień szlachetny, o barwie szmaragdowozielonej w świetle dziennym, czerwonej – w sztucznym	NA	u	t	aeay	y	-6.619737819315631e-4	-3.170548728438309e-4
alembik	3	-	-	naczynie używane dawniej do destylacji cieczy	NA	u	k	aei	i	-4.5548236043791487e-4	-8.963371600761415e-5
alergan	3	-	-	lek przeciw alergii	NA	u	n	aea	a	3.8756153861486866e-4	-3.9888932730688145e-4
alergen	3	-	-	czynnik wywołujący alergię	NA	u	n	aee	e	3.0609591258054275e-4	4.2340206960593416e-4
alert	2	-	-	stan gotowości do podjęcia akcji zespołowej, zwykle w organizacjach młodzieżowych	NA	u	rt	ae	e	5.173777762405202e-4	2.062921293438737e-4
aleurolit	5	-	-	NOT FOUND	NA	u	t	aeuoi	i	-5.905911551869857e-4	-1.1959020425142082e-4
aleuron	4	-	-	substancje zapasowe gromadzące się w cytoplazmie dojrzałych nasion roślin	NA	u	n	aeuo	o	2.6446019878223264e-4	-3.181505510862714e-4
aleuroplast	5	-	-	NOT FOUND	NA	u	st	aeuoa	a	1.6158604696124446e-4	-2.3274910029370965e-4
aleuryt	4	-	-	osadowa skała okruchowa	вещество	u	t	aeuy	y	-4.326433062557297e-4	-4.1280163942029966e-4
alfa-hydroksykwas	6	-	-	NOT FOUND	NA	u	s	aayoya	a	1.5462900425415043e-4	-8.789652110602408e-5
alfabet	3	-	-	zbiór liter pisma używanego w jakimś języku, ułożonych według określonej kolejności	NA	u	t	aae	e	1.996816833253282e-4	4.1447231916585383e-4
alfametylonaftalen	8	-	-	NOT FOUND	NA	u	n	aaeyoaae	e	2.84146874029991e-4	8.152740913259382e-4
alfatron	3	-	-	lampa elektronowa ze źródłem promieniowania alfa, służąca do mierzenia bardzo niskich ciśnień gazu	артефакт	u	n	aao	o	5.064878654408362e-4	-3.5891751056107865e-4
alfenid	3	-	-	NOT FOUND	NA	u	d	aei	i	-4.70571674400714e-4	-3.2155769833366405e-4
algesireceptor	6	-	-	NOT FOUND	NA	a	r	aeieeo	o	2.1032144686788825e-4	1.979834895591226e-4
algezymetr	4	-	-	przyrząd do mierzenia siły bodźca wywołującego wrażenie bólu	артефакт	u	tr	aeye	e	3.436303579215441e-4	8.145431621280992e-4
alginian	4	-	-	sól kwasu alginowego, wykorzystywana m.in. do produkcji galaretek	NA	u	n	aiia	a	2.54304811088466e-4	-2.99297323087657e-4
algol	2	-	-	jeden z pierwszych języków programowania	NA	u	l	ao	o	5.14245810563239e-4	-4.2451099597636205e-4
algonk	2	-	-	NOT FOUND	NA	u	nk	ao	o	5.481450812686526e-4	-6.423863061930779e-4
algorytm	3	-	-	ściśle określony ciąg czynności, których wykonanie prowadzi do rozwiązania jakiegoś zadania	NA	u	tm	aoy	y	-6.136471402745946e-4	-4.614867649077462e-4
alians	3	-	-	sojusz między państwami, stronnictwami lub organizacjami	NA	u	ns	aia	a	4.111217793146644e-4	-3.5603933979358156e-4
alias	3	-	-	inaczej (zwany), np. Janina Pietrzak alias Anna Piotrowska	NA	u	s	aia	a	3.8318919062368885e-4	-4.3860353422102357e-4
aliaż	3	-	-	połączenie różnorodnych pojęć, właściwości, stylów itp.	NA	u	ż	aia	a	4.1073473052970216e-4	-4.693063345194186e-4
alikant	3	-	-	NOT FOUND	NA	u	nt	aia	a	3.876552097633243e-4	-2.807026880504997e-4
alikwot	3	-	-	ton składowy dźwięku decydujący o jego barwie	NA	u	t	aio	o	2.9108708036515695e-4	-3.8869460083278384e-4
alit	2	-	-	skała osadowa	вещество	u	t	ai	i	-2.2560099103069998e-4	-4.981132756483764e-4
alizarol	4	-	-	NOT FOUND	NA	u	l	aiao	o	2.8871743848582596e-4	-1.7593087538595042e-4
alkahest	3	-	-	alchemiczny środek mający moc uniwersalnego rozpuszczalnika	NA	u	st	aae	e	3.3040431718287276e-4	3.9608820736504257e-4
alkalifil	4	-	-	organizm, który w wodach lub glebach zasadowych znajduje najlepsze warunki rozwoju	NA	both	l	aaii	i	-4.978111227410255e-4	-1.212365705135212e-4
alkalimetr	4	-	-	NOT FOUND	NA	a	tr	aaie	e	1.439029656250274e-4	0.0012303398741507672
alkaloid	4	-	-	związek organiczny występujący w roślinach, działający trująco na układ nerwowy człowieka	NA	u	d	aaoi	i	-7.76960126774417e-4	-2.5523343714069235e-4
alkan	2	-	-	związek organiczny, występujący w gazie ziemnym, ropie naftowej	NA	u	n	aa	a	5.116234666479625e-4	-5.29328273244859e-4
alkant	2	-	-	NOT FOUND	NA	u	nt	aa	a	5.246606698292731e-4	-4.144800615873136e-4
alkapton	3	-	-	NOT FOUND	NA	u	n	aao	o	4.0684562752085583e-4	-3.802109535919176e-4
alkatron	3	-	-	NOT FOUND	NA	u	n	aao	o	4.0684562752085583e-4	-3.802109535919176e-4
alkazar	3	-	-	w Hiszpanii: warowny pałac mauretański	NA	u	r	aaa	a	4.227425109603684e-4	-2.609976090574149e-4
alken	2	-	-	nienasycony węglowodór o cząsteczkach zawierających jedno podwójne wiązanie między atomami węgla	NA	u	n	ae	e	4.559451129152634e-4	2.3139776112839124e-4
alkermes	3	-	-	roślina o owocach zawierających ciemnoczerwony sok	растение	u	s	aee	e	3.6034627886147416e-4	5.346824509780472e-4
alkidal	3	-	-	żywica używana do wyrobu farb, emalii, lakierów i klejów	NA	u	l	aia	a	3.639960321223429e-4	-3.117354812365066e-4
alkiermas	4	-	-	NOT FOUND	NA	u	s	aiea	a	2.6152548623563544e-4	-3.3932762614636924e-4
alkiermes	4	-	-	roślina o owocach zawierających ciemnoczerwony sok	растение	u	s	aiee	e	2.150031758955326e-4	6.599836574709865e-4
alkierz	3	-	-	wysunięta narożna część budynku, kryta osobnym dachem	часть предмета	a	rz	aie	e	3.7014530092383956e-4	8.280982687039782e-4
alkil	2	-	-	jednowartościowa grupa organiczna, np. metyl, etyl	NA	u	l	ai	i	-1.708259937447297e-4	-3.2350420940326476e-4
alkiloarylosulfonian	10	-	-	NOT FOUND	NA	u	n	aioayouoia	a	2.851922490634197e-4	-6.186381734681457e-5
alkilosiarczan	6	-	-	NOT FOUND	NA	u	n	aioiaa	a	1.424243093928551e-4	-2.5370358064199655e-5
alkilosulfonian	7	-	-	NOT FOUND	NA	u	n	aiouoia	a	2.5303440389346773e-4	9.900313634485132e-5
alkin	2	-	-	związek organiczny, np. acetylen	NA	u	n	ai	i	-1.602040192850589e-4	-4.0731962787480326e-4
alkohol	3	-	-	napój o właściwościach odurzających	NA	u	l	aoo	o	3.880569597327548e-4	-2.938319858955608e-4
alkoholometr	5	-	-	przyrząd do pomiaru procentowej zawartości alkoholu etylowego w roztworach wodnych	артефакт	u	tr	aoooe	e	1.9602323718310188e-4	9.50879115804549e-4
alkoholomierz	6	-	-	przyrząd do pomiaru procentowej zawartości alkoholu etylowego w roztworach wodnych	артефакт	a	rz	aoooie	e	1.6909451808694387e-4	0.0011771077227185707
alkomat	3	-	-	przyrząd do badania zawartości alkoholu w organizmie na podstawie wydmuchiwanego z płuc powietrza	артефакт	u	t	aoa	a	3.8258049914197714e-4	-4.058990166592973e-4
alkometr	3	-	-	NOT FOUND	NA	u	tr	aoe	e	3.0301285763590426e-4	7.096885951320592e-4
alkotest	3	-	-	przyrząd do badania zawartości alkoholu w organizmie na podstawie wydmuchiwanego z płuc powietrza	артефакт	u	st	aoe	e	4.3588807269233186e-4	3.789875470703688e-4
allanit	3	-	-	NOT FOUND	NA	u	t	aai	i	-5.192531237848277e-4	-2.8858988979555284e-4
allantoamnion	6	-	-	NOT FOUND	NA	u	n	aaoaio	o	1.5291021782282575e-4	-2.061201680304814e-6
allantochorion	6	-	-	NOT FOUND	NA	u	n	aaooio	o	1.5291021782284786e-4	-2.0612016803027e-6
allel	2	-	-	jedna z form tego samego genu, zajmująca to samo miejsce w chromosomach, ale wywołująca odmienne wykształcenie się tej samej cechy	NA	u	l	ae	e	4.4532313845559255e-4	3.152131795999297e-4
allelomorf	4	-	-	jedna z form tego samego genu, zajmująca to samo miejsce w chromosomach, ale wywołująca odmienne wykształcenie się tej samej cechy	NA	u	rf	aeoo	o	3.531582029352584e-4	-3.977361201207199e-4
allen	2	-	-	NOT FOUND	NA	u	n	ae	e	4.559451129152634e-4	2.3139776112839124e-4
allil	2	-	-	NOT FOUND	NA	u	l	ai	i	-1.708259937447297e-4	-3.2350420940326476e-4
alloantygen	5	-	-	NOT FOUND	NA	u	n	aoaye	e	9.74366375170108e-5	5.571110273708108e-4
allobar	3	-	-	NOT FOUND	NA	u	r	aoa	a	4.322963161759109e-4	-2.8152015647936847e-4
allobarbital	5	-	-	NOT FOUND	NA	u	l	aoaia	a	9.472479029019149e-5	-9.355406671496723e-5
allochton	3	-	-	człowiek nienależący do rdzennej ludności danego obszaru	NA	both	n	aoo	o	3.9867893419242564e-4	-3.776474043670993e-4
allofan	3	-	-	mieszanina różnych minerałów ilastych	NA	u	n	aoa	a	3.9197722456432634e-4	-4.192617123211087e-4
allofon	3	-	-	głoska różniąca się od innej głoski tylko cechą fonetyczną, a nie funkcją	NA	u	n	aoo	o	3.9867893419242564e-4	-3.776474043670993e-4
allograf	3	-	-	wariant graficzny litery	NA	u	f	aoa	a	3.9748317019229593e-4	-4.191487642916187e-4
allomorf	3	-	-	wariant morfemu	NA	u	rf	aoo	o	4.6412031576939516e-4	-4.7007705051927757e-4
allonim	3	-	-	pseudonim będący nazwiskiem innej osoby	NA	u	m	aoi	i	-3.4027747845312515e-4	-2.8248544030119705e-4
alloploid	4	-	-	NOT FOUND	NA	u	d	aooi	i	-6.29333813989723e-4	-2.5759796261531686e-4
allopoliploid	6	-	-	NOT FOUND	NA	u	d	aooioi	i	-5.976491854352832e-4	3.0526150984199946e-6
allosom	3	-	-	chromosom decydujący o płci	NA	u	m	aoo	o	3.97470392655354e-4	-3.811179061558449e-4
allotyp	3	-	-	NOT FOUND	NA	u	p	aoy	y	-2.7476716174168556e-4	-4.362392111286425e-4
almanach	3	-	-	publikacja zawierająca artykuły z określonej dziedziny nauki lub sztuki	артефакт	u	ch	aaa	a	5.129356554651434e-4	-4.462609466999483e-4
almanak	3	-	-	NOT FOUND	NA	u	k	aaa	a	2.729847040350698e-4	-2.126841824960594e-4
almandyn	3	-	-	kamień półszlachetny barwy czerwonej lub brunatnej	NA	u	n	aay	y	-4.1551062899908764e-4	-4.039456956047413e-4
almaryn	3	-	-	NOT FOUND	NA	u	n	aay	y	-4.1551062899908764e-4	-4.039456956047413e-4
almemar	3	-	-	NOT FOUND	NA	a	r	aea	a	4.2788063022645317e-4	-2.6114777146514127e-4
almemor	3	-	-	NOT FOUND	NA	a	r	aeo	o	4.4357889867111005e-4	-2.402154562423657e-4
almukantar	4	-	-	okrąg na sklepieniu niebieskim równoległy do horyzontu	NA	a	r	auaa	a	3.1238914332787685e-4	-1.7453299958939292e-4
alochton	3	-	-	człowiek nienależący do rdzennej ludności danego obszaru	NA	both	n	aoo	o	3.9867893419242564e-4	-3.776474043670993e-4
alod	2	-	-	NOT FOUND	NA	u	d	ao	o	4.003397557463967e-4	-5.541954143708547e-4
aloes	3	-	-	roślina o mięsistych liściach zakończonych kolcami	растение	u	s	aoe	e	3.688125305380679e-4	4.952893445814817e-4
alofan	3	-	-	mieszanina różnych minerałów ilastych	NA	u	n	aoa	a	3.9197722456432634e-4	-4.192617123211087e-4
alofon	3	-	-	głoska różniąca się od innej głoski tylko cechą fonetyczną, a nie funkcją	NA	u	n	aoo	o	3.9867893419242564e-4	-3.776474043670993e-4
alograf	3	-	-	wariant graficzny litery	NA	u	f	aoa	a	3.9748317019229593e-4	-4.191487642916187e-4
aloksyt	3	-	-	NOT FOUND	NA	u	t	aoy	y	-3.981320590987218e-4	-4.108596210303875e-4
alomorf	3	-	-	wariant morfemu	NA	u	rf	aoo	o	4.6412031576939516e-4	-4.7007705051927757e-4
alonim	3	-	-	pseudonim będący nazwiskiem innej osoby	NA	u	m	aoi	i	-3.4027747845312515e-4	-2.8248544030119705e-4
alonż	2	-	-	pasek papieru doklejany do weksla lub czeku dla dodatkowych adnotacji	артефакт	u	nż	ao	o	7.190271256638692e-4	-5.921998624787052e-4
aloploid	4	-	-	NOT FOUND	NA	u	d	aooi	i	-6.29333813989723e-4	-2.5759796261531686e-4
alosom	3	-	-	chromosom decydujący o płci	NA	u	m	aoo	o	3.97470392655354e-4	-3.811179061558449e-4
alotransplant	4	-	-	NOT FOUND	NA	u	nt	aoaa	a	2.649261723070219e-4	-2.3826013965970696e-4
alpaks	2	-	-	NOT FOUND	NA	u	ks	aa	a	5.088232078265212e-4	-4.7250325727129513e-4
alpenhorn	3	-	-	NOT FOUND	NA	u	rn	aeo	o	4.7247198444471864e-4	-3.661315997087631e-4
alperm	2	-	-	NOT FOUND	NA	u	rm	ae	e	5.017507327991399e-4	2.586659795418018e-4
alszbant	2	-	-	NOT FOUND	NA	u	nt	aa	a	5.246606698292731e-4	-4.144800615873136e-4
alsztuk	2	-	-	NOT FOUND	NA	u	k	au	u	4.6922157808767986e-4	-4.541621752095928e-4
alt	1	-	-	niski głos kobiecy lub chłopięcy; też: osoba śpiewająca takim głosem	NA	u	lt	a	a	7.007839614443038e-4	-7.798330166269289e-4
altazymut	4	-	-	dawny przyrząd do pomiaru wysokości azymutów ciał niebieskich	артефакт	u	t	aayu	u	3.0593421227169453e-4	-4.3788722536880834e-4
