word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
budovateľ	+	-	4	ľ	uoae	e		"-a-ia 1. kto buduje, staviteľ: b-ia Trate mládeže2. tvorca: b-ia vysokých škôl na Slovensku;"	
budzogáň	+	-	3	ň	uoá	á		NOT FOUND	
bufetár	+	-	3	r	ueá	á		NOT FOUND	
bufet	-	+	2	t	ue	e		"-uobch. miestnosť, kde sa podáva rýchle občerstvenie: staničný b., mliečny b.;"	
buket	-	+	2	t	ue	e		"-uvôňa vína"	
bumbaj	+	-	2	j	ua	a		"-anadávka (nedvižnému, tučnému človeku)"	
bumerang	-	+	3	ng	uea	a		"-upôv. zbraň austrálskych domorodcov zo zahnutého dreva, kt. sa po hodení pri nezasiahnutí cieľa oblúkom vracia● obrátiť sa, vrátiť sa, zasiahnuť ako b. postihnúť pôvodcu;"	артефакт
bungalov	+	-	3	v	uao	o		"-adomček ľahkej konštrukcie určený na rekreáciu: prímorské b-y;"	
burič	+	-	2	č	ui	i	č	"-akto sa búri proti spoločenským poriadkom, autorite ap. al. poburuje iných, rebelant, vzbúrenec, povstalec;"	
buš	+	-	1	š	u	u		"-a tropický suchomilný krovinatý porast vyskytujúci sa najmä v juž. Afrike a v Austrálii"	
býkovec	+	-	3	c	ýoe	e	ec	NOT FOUND	
bylinkár	+	-	3	r	yiá	á		NOT FOUND	
byrokrat	+	-	3	t	yoa	a		"-akto úzkoprso lipne na predpisoch, na formalitách;"	
byrokratizmus	-	+	5	s	yoaiu	u	izmus	"-muúzkoprsé, bezduché lipnutie na úr. formalitách, byrokracia"	абстрактное понятие
byronizmus	-	+	4	s	yoiu	u		NOT FOUND	абстрактное понятие
bystrozrak	-	+	3	k	yoa	a		"-ubystrý postreh, bystrosť, predvídavosť"	
byt	-	+	1	t	y	y		"-umiestnosti na bývanie tvoriace celok, bytová jednotka, príbytok: vlastný, družstevný b.;slnečný, dvojizbový b.;vziať niekoho na b. do podnájmu;"	абстрактное понятие
bzukot	-	+	2	t	uo	o	ot	"-ubzučanie, bzukotanie: b. včiel;b. motora, lietadla, filmovej kamery"	
čadič	+	-	2	č	ai	i	č	"-asivočierna vyvretá hornina;"	
čakateľ	+	-	3	ľ	aae	e		"-a-iakto čaká na niečo (miesto, funkciu ap.), uchádzač;"	
cárach	-	+	2	ch	áa	a		"-u haraburdie: byt plný c-ov"	
cár	+	-	1	r	á	á		"-a-i/-oviatitul panovníka u vých. a juž. Slovanov: c. Peter Veľký;za (panovania) c-a;"	
čarbanec	+	-	3	c	aae	e	ec	"-ncačarbance 1. niečo načarbané, neúhľadne napísané; neúhľadné písmo: kto má lúštiť také č.?2.písačky "	
čardáš	+	-	2	š	aá	á	áš	"-apárový tanec skladajúci sa z pomalej a rýchlej časti"	
cárizmus	-	+	3	s	áiu	u	izmus	"-muabsolútna vláda cára"	
čarodej	+	-	3	j	aoe	e		"-ačarodejník, kúzelník;"	
čarodejník	+	-	4	k	aoeí	í	ník	"-a-cikto robí čary, bosorák, strigôň; kúzelník: rozprávky o č-och;"	
cárok	+	-	2	k	áo	o	ok	"-rkapriehrada, prieprava pre dobytok, hydinu: c. zbitý z dosák;ovce, husi v c-u"	
cárovič	+	-	3	č	áoi	i	č	"-acárov syn"	
čašník	+	-	2	k	aí	í	ník	"-a-cikto obsluhuje hostí vo ver. pohostinstvách, pri oficiálnych podujatiach ap.;"	
časomerač	+	-	4	č	aoea	a	č	"-akto meria čas výkonov (pri určovaní noriem, pri šport. pretekoch)"	
časopis	-	+	3	s	aoi	i		"-uperiodicky vychádzajúce tlačivo: odborný, obrázkový, detský č.;"	артефакт
časopriestor	-	+	5	r	aoieo	o		"-u súhrnný pojem pre čas a priestor;"	
časovač	+	-	3	č	aoa	a	č	"-aprístroj na nastavenie času"	
čas	-	+	1	s	a	a		"-u čias/časov 1. trvanie všetkého bytia (merané dňami, rokmi ap.): č. beží, letí, plynie; dimenzia vystihujúca trvanie, plynutie bytia2. istý vymedzený al. bližšie nevymedzený časový úsek, obdobie: v poslednom č-e, toho č-u v súčasnosti;v č-e žatvy cez žatvu;v tých č-och, v tom č-e vtedy;od tých čias3. časový úsek určený, vhodný na niečo: pracovný č., č. predaja, oddychu, obeda;už je č. vstávať;pracovať nad č. mimo prac. času, nadčas;voľný č., všetko má svoj č.4. voľná chvíľa: mať, nemať č. pre niekoho, na niečo, mať dosť č-u, nájsť si č.5.č-y spôsob života príznačný pre istú dobu, pomery, okolnosti: za dávnych čias, č-ov;pominuli ťažké, zlé č-y;v č-e pokoja, mieru, vojny6. počasie: pekný, zlý č.; psí č. veľmi zlé počasie;v č-e i nečase za každého počasia7. určenie jednotky plynutia, postupnosti: presný, stredoeurópsky, letný č.8. počet časových jednotiek potrebných na istý výkon: pretekár mal výborný č.9.gram. kategória slovesa vyjadrujúca vzťah deja k okamihu prehovoru: prítomný, minulý, budúci č.● strácať, mrhať, márniť,zabíjať č. robiť niečo zbytočné;svojho č-u kedysi;z č-u na č. občas;ťahať, naťahovať č. úmyselne predlžovať termín, lehotu;raz za č. zriedkakedy;v pravý č. vo vhodnej chvíli;je najvyšší č. treba konať;prišiel, nadišiel,naplnil sa č. nastala vhodná chvíľa;č. sú peniaze;dočkaj č-u ako hus klasu;"	
čatár	+	-	2	r	aá	á		"-a 1. tretí st. hodnosti poddôstojníkov2. vedúci prac. skupiny"	
causerista	-	+	5		aueia	a		NOT FOUND	
čechizmus	-	+	3	s	eiu	u		"-mubohemizmus: lexikálne č-y v slovenčine, v poľštine"	
cechmajster	+	-	3	r	eae	e		NOT FOUND	
čechoslovakista	-	+	6		eooaia	a		"-ustúpenec čechoslovakizmu;"	
čechoslovakizmus	-	+	6	s	eooaiu	u		"-muideologicko-polit. koncepcia hlásajúca národnú jednotu Čechov a Slovákov a popierajúca samobytnosť Slovákov,odmietanie rozdelenia Česko-Slovenska na samostatné štáty;"	
cech	-	+	1	ch	e	e		"-u 1. stavovská organizácia remeselníkov istého remesla za feud.: krajčírsky, ševcovský c.2. výr. a organizačný útvar podniku: výrobný plán c-u3.skupina, spoločenstvo ľudí rovnakých záujmov: novinársky c., c. umelcov;prijať niekoho do c-u medzi seba4.účet, útrata: zaplatiť celý c."	
céčkar	+	-	2	r	éa	a		NOT FOUND	
cecok	+	-	2	k	eo	o	ok	"-cka 1. struk na vemene: kravské c-y;prasa od c-a, spod c-a ceckové; žen. prsník2.vec podobná cecku: kozie c-y druh hrozna, sliviek;"	
cedáčik	+	-	3	k	eái	i	ik	"-a : c. na čaj"	
cedák	+	-	2	k	eá	á	ák	"-a 1. cedidlo: precediť mlieko cez c.2. mliečnik : veľký hlinený c.;"	
cédeprehrávač	+	-	5	č	éeeáa	a	č	"-aprístroj na reprodukovanie zvuku z kompaktných platní"	
céderom	-	+	3	m	éeo	o		"-u(compact disc – read only memory) kompaktná platňa obsahujúca permanentne uložené počítačové údaje"	
čeľadník	+	-	3	k	eaí	í	ník	"-av min. miestnosť pre čeľaď "	
celok	-	+	2	k	eo	o	ok	"-lku 1. samostatný, relatívne jednotný útvar členiteľný na časti: územný, hospodársky, štátny c., tvoriť prirodzený c.;šaty v c-u v 1 kuse2. spoločenstvo, kolektív: reprezentačný c., zriecť sa v prospech c-u"	
cenník	+	-	2	k	eí	í	ník	"-azoznam cien (výrobkov, služieb ap.)"	
cer	+	-	1	r	e	e		"-adruh teplomilného duba rastúci na juž. Slovensku; dub cerový ;"	
čereň	+	-	2	ň	ee	e		"-arybárska sieť na dlhej žrdi"	
černoch	+	-	2	ch	eo	o		"-a-sičlovek čierneho plemena: americkí, africkí č-si;je ako č. opálený, tmavý;"	
černokňažník	+	-	4	k	eoaí	í	ník	"-a-cičarodejník, strigôň, bosorák ;"	
certifikát	-	+	4	t	eiiá	á		"-uúr. osvedčenie použ. najmä v obch. styku: vydať c."	артефакт
cestár	+	-	2	r	eá	á		"-akto sa stará o údržbu ver. ciest;"	
cestopis	-	+	3	s	eoi	i		"-ulit. dielo opisujúce dojmy a príbehy z ciest;"	
cestovateľ	+	-	4	ľ	eoae	e		"-a-iakto cestuje do cudzích krajín s poznávacím, výskumným cieľom;"	
chalupár	+	-	3	r	auá	á		"-amajiteľ chalupy ;"	
chamtivec	+	-	3	c	aie	e	ec	"-vcachamtivý človek"	
chaos	-	+	2	s	ao	o		"-uneporiadok, zmätok: myšlienkový ch.;spôsobiť ch. v doprave□ robiť ch.;mať v niečom ch. nevyznať sa;"	абстрактное понятие
chasník	+	-	2	k	aí	í	ník	"-a-ciodrastený chlapec, šuhaj, mládenec, parobok: mladý, dedinský ch.;"	
chatár	+	-	2	r	aá	á		"-a 1. majiteľ chaty 2. správca turist. chaty;"	
chladič	+	-	2	č	ai	i	č	"-achladiaci mechanizmus: vzduchový ch., ch. oleja"	артефакт
chládoček	+	-	3	k	áoe	e		"-čka"	
chládok	-	+	2	k	áo	o	ok	"-dku 1. priestor chránený pred slnečnými lúčmi, tieň, tôňa: ľahnúť si do ch-u, večerný ch.2.väzenie: dať niekoho do ch-u, dostať sa do ch-u;"	
chlad	-	+	1	d	a	a		"-u 1. nízka teplota, zima, chladno,teplo: ranný, nočný ch.;od rieky zavial ch., zavialo ch-om2. nedostatok citu, ľahostajnosť, odmeranosť: citový ch.;z jeho slov cítiť ch."	
chlapák	+	-	2	k	aá	á	ák	"-a-cichlap , chlapík: územčistý ch.;aký si ty ch.!"	
chlap	+	-	1	p	a	a		"-a 1. dospelá osoba muž. pohlavia, muž : urastený, vysoký ch.;: čo je to za ch-a? ch. jeden mizerný2. nositeľ typických kladných muž. vlastností, silný, mocný, šikovný muž: ešte je ch., stal sa z neho ch.● ch. ako hora statný;ch. ako buk zdravý;(prišli) do ch-a všetci;ch. na mieste pravý;zachovať sa ako ch. čestne;"	
chlapček	+	-	2	k	ae	e	ček	"-a-ovia ;"	
chlapík	+	-	2	k	aí	í	ík	"-a-ci 1. chlap, muž: urastený ch.2. muž, chlapec s kladnými vlastnosťami: odvážny ch.;ty si ch.!"	
chlieb	+	-	2	b	ie	e		"chleba 1. zákl. pokrm pečený (v peci) z kysnutého cesta: čerstvý, domáci, pšeničný, celozrnný ch.;krajec, peceň ch-a;ch. s maslom;miesiť, piecť ch.;vítať ch-om a soľou starý slovanský zvyk2.živobytie, existencia: zarábať na ch., prísť o ch.● byť ako kus ch-adobrý;→ prišlo na lámanie ch-a;→ žiť o ch-e a vode;→ žiť na suchom ch-e;→ jesť cudzí ch.;→ žiť na cudzom ch-e;mať v ruke ch. zamestnanie;→ reči sa vravia, ch. sa je;čí ch. ješ, toho pieseň spievaj kto ťa platí, tomu slúž;"	
chlipník	+	-	2	k	ií	í	ník	"-a-cichlipný človek"	
chlorofyl	-	+	3	l	ooy	y		"-uzelené rastlinné farbivo"	
chlpáčik	+	-	2	k	ái	i	ik	"-a-ovia,-y"	
chlpánik	+	-	2	k	ái	i	ik	NOT FOUND	
chĺpok	+	-	1	k	o	o	ok	"-pka"	
chmuľko	+	-	2		uo	o		NOT FOUND	
chmuľo	+	-	2		uo	o		"-a-oviahlupák, truľo, chumaj ;"	
chochol	+	-	2	l	oo	o		"-a/-chla 1. odstávajúci chumáč vlasov, srsti, peria: na hlave mu trčí ch.2. ozdoba na pokrývke hlavy zo srsti, peria ap.: prilba s ch-om3. vlasy zapletené do klbka: ženský ch.;"	
chocholík	+	-	3	k	ooí	í	ík	NOT FOUND	
chodbár	+	-	2	r	oá	á		"-a 1. baník raziaci chodby2. kto má na starosti poriadok na chodbe ;"	
chodec	+	-	2	c	oe	e	ec	"-dca 1. človek idúci, chodiaci pešo: disciplinovaný ch.;priechod pre ch-ov2. pretekár v chôdzi;"	
chodníček	+	-	3	k	oíe	e	íček	"-čka ● dať sa na krivé ch-y spustiť sa "	
chodník	+	-	2	k	oí	í	ník	"-a 1. cestička pre chodcov: lesný ch.2. vyvýšený pás po okrajoch ulice vyhradený chodcom: asfaltový ch.;"	
chodúľ	+	-	2	ľ	oú	ú		"-a 1.chodúle drevené podpory, na kt. možno chodiť vysoko od zeme2. pomôcka pri chôdzi ovládaná oboma rukami"	
chod	-	+	1	d	o	o		"-u 1. pohyb krokmi, chôdza: zrýchliť, spomaliť ch.;pochodom v ch.! povel2. beh, činnosť, fungovanie, prevádzka: pravidelný ch. motora;uviesť stroj do ch-u;ch. závodu3. priebeh, postup, vývoj: ch. myšlienok, udalostí, výroby4. osobitné jedlo v rade podávaných jedál (pri obede, večeri): druhý ch.;hostina mala päť ch-ov;"	
cholerik	+	-	3	k	oei	i	ik	NOT FOUND	
choreograf	+	-	4	f	oeoa	a		"-a-i 1. odborník v choreografii2. tvorca tanečnej al. baletnej kompozície; vedúci tanečného al. baletného súboru;"	
chórista	-	+	3		óia	a		"-uzborový spevák;"	
chorobopis	-	+	4	s	oooi	i		"-ulek. záznam o priebehu a liečení choroby"	
chór	-	+	1	r	ó	ó		"-u 1. vyvýšené miesto v kostole pre organ a spevákov: vyjsť na ch.2. zbor spevákov: spievať v ch-e;"	
chovanec	+	-	3	c	oae	e	ec	"-nca 1. kto žije vo (výchovnom) ústave, internáte ap.2. dieťa prijaté do výchovy v rodine;"	
chovateľ	+	-	3	ľ	oae	e		"-a-iakto sa stará o chov zvierat: ch. oviec, koní;"	
chrám	-	+	1	m	á	á		"-uväčšia budova určená na bohoslužby, kostol: gotický ch.;"	
chránenec	+	-	3	c	áee	e	ec	"-ncakto je pod ochranou niekoho;"	
chrbátik	+	-	2	k	ái	i	ik	"-a"	
chuchvalec	+	-	3	c	uae	e	ec	"-lcachumáč, chumeľ: ch. nití;ch-e dymu, prachu;vypľuť ch-e krvi;"	
chudáčik	+	-	3	k	uái	i	ik	NOT FOUND	
chudák	+	-	2	k	uá	á	ák	"-a-ci 1. poľutovaniahodný tvor, úbožiak, neborák: ch., prišiel o nohu;ch. otec už nežije2. chudobný človek, žobrák, bedár: požičiaval si od ch-a, vydala sa za ch-a;"	
chudobinec	+	-	4	c	uoie	e	inec	"-nca(u nás v min.) ústav pre (starých) chudobných ľudí, starobinec: žiť, zomrieť v ch-i"	
chuligán	+	-	3	n	uiá	á		"-amladík provokujúco porušujúci spoloč. normy, výtržník, uličník;"	
chumáč	+	-	2	č	uá	á	č	"-aniečo zmotané dohromady, guča, hrča, chumeľ: ch. vaty, vlasov, srsti, ch-e snehu;"	
chumáčik	+	-	3	k	uái	i	ik	"-a : snehové ch-y"	
chválospev	-	+	3	v	áoe	e		"-uoslavný spev, óda, hymnus;●→ spievať ch-y na niekoho, na niečo"	
chvat	-	+	1	t	a	a		NOT FOUND	
chýr	-	+	1	r	ý	ý		"-u 1. zvesť šíriaca sa ústnym podaním, novina, správa: nepravdivý ch., rozniesol sa ch., kolujú ch-y2. povesť , zvuk: mať dobrý, zlý ch.● ani ch-u (, ani slychu) (p)o niekom, niečom niet nijakých správ"	
chytrák	+	-	2	k	yá	á	ák	NOT FOUND	
ciciačik	+	-	4	k	iiai	i	ik	NOT FOUND	
cieľ	+	-	2	ľ	ie	e		"-a 1. miesto, kt. sa niekto usiluje dosiahnuť: c. cesty;dobehnúť, doraziť do c-a, prejsť c-om2. predmet, kt. sa má zasiahnuť, terč: strieľať do c-a, streľba na pohyblivé c-e;bomby zasiahli vojenské c-e3. účel; zámer, úmysel: humánne, vedecké, politické, umelecké c-e;c. práce, výroby, hnutia, života;sledovať osobné c-e;dosiahnuť vytýčený c.;postaviť, klásť (si) (za) c.;mať za c. preskúmať niečo;chodiť bez c-a● → minúť sa c-a;na ten(to) c. nato;c. svätí, posväcuje → prostriedky;"	
cielik	+	-	3	k	iei	i	ik	"-a"	
cieľnik	+	-	3	k	iei	i	ik	NOT FOUND	
cievkar	+	-	3	r	iea	a		NOT FOUND	
cinár	+	-	2	r	iá	á		NOT FOUND	
činelista	-	+	4		ieia	a		NOT FOUND	
činoherec	+	-	4	c	ioee	e	ec	"-rcačlen činohry "	
cínovec	+	-	3	c	íoe	e	ec	NOT FOUND	
cintorín	+	-	3	n	ioí	í	ín	"-amiesto na pochovávanie mŕtvych: mestský c.;pochovať niekoho na c-e, do c-a;Národný c. v Martine● ticho ako na c-e celkom, úplne;"	
čin	-	+	1	n	i	i		"-uskutok; konanie: hrdinský, revolučný, vlastenecký, umelecký č.;spáchať trestný č., prichytiť niekoho pri č-e● muž č-u rozhodný, energický;mať sa k č-u konať;takým(to) č-om tak(to);nejakým č-om nejako;nijakým č-om nijako;so všetkým č-om so všetkým, úplne"	абстрактное понятие
cín	-	+	1	n	í	í		"-ustriebrolesklý kovový chem. prvok,Sn;"	
činžiak	+	-	3	k	iia	a		"-anájomný dom: bývať v č-u"	
cirkevník	+	-	3	k	ieí	í	ník	NOT FOUND	
cirkusant	+	-	3	nt	iua	a		NOT FOUND	
cirkus	-	+	2	s	iu	u		"-su 1. kočujúci zábavný podnik s vystúpením artistov, cvičených zvierat ap.2.zmätok, zhon, blázinec: doma má hotový c.□ robiť c. vystrájať;"	
cirok	-	+	2	k	io	o	ok	"-uúžitková obilninová rastlina, ;"	
cisár	+	-	2	r	iá	á		"-anajvyšší titul monarchického panovníka: japonský c.; rímsky c.;"	
číselník	+	-	3	k	íeí	í	ník	NOT FOUND	
čistec	+	-	2	c	ie	e	ec	"-tcachlpatá žľaznatá bylina s fialovým okvetím,"	
čistič	+	-	2	č	ii	i	č	"-a-ečistiaci mechanizmus, čistiaci prostriedok: č. oleja, škvŕn, vzduchu"	артефакт
čistopis	-	+	3	s	ioi	i		"-utext prepísaný načisto,koncept: vyhotoviť č."	
citarista	-	+	4		iaia	a		NOT FOUND	
citát	-	+	2	t	iá	á		"-udoslovne uvedený cudzí výrok, citácia: c. zo Štúra, z Písma□ uviesť c. citovať;"	
citlivkár	+	-	3	r	iiá	á		"-aprecitlivený človek;"	
citrón	+	-	2	n	ió	ó		NOT FOUND	
citrónovník	+	-	4	k	ióoí	í	ovník	NOT FOUND	
cit	-	+	1	t	i	i		"-u 1. prežívanie psychického vzťahu (kladného al. zápor.) k osobám, veciam, javom: c. radosti, lásky, vlastenecké c-y;človek bez c-u tvrdý;nemať c., c-u byť tvrdý, krutý2. porozumenie, zmysel: umelecký, jazykový c., mať c. pre spravodlivosť, c. zodpovednosti3. schopnosť tela vnímať zmyslami, najmä hmatom: mať c. v prstoch;mať ruku bez c-u necitlivú;"	абстрактное понятие
civilista	-	+	4		iiia	a		"-uneuniformovaný človek; nevojak"	
civilkár	+	-	3	r	iiá	á		"-akto vykonáva civilnú službu"	
civil	-	+	2	l	ii	i		"-u1. občiansky, nevojenský život: ísť, prepustiť niekoho do c-u2. občiansky oblek,uniforma: obliecť sa do c-u"	
článoček	+	-	3	k	áoe	e		NOT FOUND	
článok	-	+	2	k	áo	o	ok	"-nku 1. súčasť celku, časť, diel: č. reťaze ohnivo;č-y prstov;steblo sa skladá z č-ov;základný č. nášho hospodárstva2. oddiel dôležitého textu: č. stanov, zákona, zmluvy3. podstatná časť náb. učenia: č. viery4. kratší pís. lit. útvar s polit., odb., umel. a i. tematikou: úvodný, redakčný č.5. predmet spotrebnej povahy al. určený na obchod, výmenu: spotrebné, priemyselné, potravinové č-y6.zdroj elektr. napätia vyvolaného chem. al. elektromagnetickými procesmi: elektrický, galvanický č., suchý č."	
člen	+	-	1	n	e	e		"-a-y 1. článok : č. radu, spájací č.; vetný č. najmenšia jednotka gram. stavby vety: hlavný, závislý č., holý, rozvitý č.2. osobitný slovný druh na vyjadrenie určitosti al. neurčitosti podst. mena"	
členok	+	-	2	k	eo	o	ok	"-nkavystupujúca kosť v kĺbe nad chodidlom: vytknúť si č., výron č-a, šaty po č-y, brodiť sa v blate po č-y●nesiaha mu ani po č-y nevyrovná sa mu;→ zodrať si nohy po č-y;"	
člnkár	+	-	1	r	á	á		NOT FOUND	
člnok	+	-	1	k	o	o	ok	"-nka 1.čln2. čln3. puzdro v tvare loďky, v kt. sa pohybuje cievka: tkáčsky č.;"	
človiečik	+	-	4	k	oiei	i	ik	"-a-ovia1. človek drobnej postavy2. malé dieťa: príchod malého č-a na svet● nikde (nevidno) ani č-a nik nie je nablízku"	
cmar	-	+	1	r	a	a		"-uodtučnená smotana po zmútení: večerať zemiaky s c-om●mať c. v žilách, mať miesto krvi c. nevedieť sa rozohniť;"	
čmud	-	+	1	d	u	u		"-uhustý čierny dym: štipľavý č. (spálenísk)"	
colník	+	-	2	k	oí	í	ník	"-a-cizamestnanec colnej správy"	
cólštok	+	+	2	k	óo	o	ok	"-a/-udrevený skladací meter"	
corgoň	+	-	2	ň	oo	o	oň	"-a odrastený, veľký chlapec, mládenec; nadávka: dlhý c.;ty starý c.;"	
corpus	-	+	2	s	ou	u		"delicti [k- -kti] -su usvedčujúci predmet, dôkaz"	
čpavok	-	+	2	k	ao	o	ok	"-vku 1.amoniak2. jeho roztok vo vode použ. na čistenie"	
ctiteľ	+	-	2	ľ	ie	e		"-a-iakto niekoho, niečo ctí, uctieva: c. umenia, opery, c. Hviezdoslava obdivovateľ; c. Panny Márie;dievča má veľa c-ov nápadníkov;"	
čudák	+	-	2	k	uá	á	ák	"-a-cičudný, zvláštny človek: stal sa z neho č. a samotár;"	
cudzinec	+	-	3	c	uie	e	inec	"-nca 1. príslušník cudzieho štátu, národa, cudzozemec: prílev c-ov2. neznámy, cudzí človek: stal sa c-om vo vlastnom dome;"	
cumlíček	+	-	3	k	uíe	e	íček	NOT FOUND	
cumlík	+	-	2	k	uí	í	ík	"-a, cumeľ -mľapredmet prispôsobený na utišujúce cumľanie al. cucanie z fľašky pre dojčatá●byť ako c. milý, pekný ako dieťa"	
cumeľ	+	-	2	ľ	ue	e		NOT FOUND	
cupot	-	+	2	t	uo	o	ot	"-ucupotanie: c. zrelých gaštanov;c. krokov"	
cval	-	+	1	l	a	a		"-ubeh koňa dlhými skokmi: pustiť sa do c-u"	
cvičiteľ	+	-	3	ľ	iie	e		"-a-iakto vedie výcvik;"	
cyklón	-	+	2	n	yó	ó		"-uvzdušný vír v tropických moriach pohybujúci sa veľkou rýchlosťou "	
cyklus	-	+	2	s	yu	u		"-lu 1. pravidelne sa opakujúci súbor postupov, prac. úkonov ap.: výrobný, pracovný c.;kontrolný c.2. pravidelný kolobeh času: ročný c.3. súbor duchovných výtvorov tvoriacich celok: c. básní, prednáškový, rozhlasový c."	
cynik	+	-	2	k	yi	i	ik	NOT FOUND	
cynizmus	-	+	3	s	yiu	u		NOT FOUND	абстрактное понятие
ďalekohľad	-	+	4	d	aeoa	a		"-uopt. prístroj na zväčšovanie vzdialených predmetov;"	
ďalekopis	-	+	4	s	aeoi	i		"-u 1. telegrafický prístroj prenášajúci (strojom písanú) správu2. správa prenášaná týmto prístrojom: poslať ď.;"	
daltonista	-	+	4		aoia	a		NOT FOUND	
daltonizmus	-	+	4	s	aoiu	u		"-mufarbosleposť;"	
damask	-	+	2	sk	aa	a		"-uvzorkovaná tkanina s atlasovým leskom na obliečky, obrusy ap.;"	
damping	-	+	2	ng	ai	i		NOT FOUND	
daniar	+	-	3	r	aia	a		"-apracovník daňového úradu: chce podviesť d-ov;"	
daňovník	+	-	3	k	aoí	í	ník	"-a-cikto je povinný platiť daň"	
darca	-	+	2		aa	a		"-u-ovia 1. kto niečo dáva, daruje: d. prispel na výstavbu kostola;d. krvi2. komu (po smrti) odoberú orgán na transplantáciu čakateľovi;"	
darebák	+	-	3	k	aeá	á	ák	"-a-ci 1. kto sa vyhýba práci, lenivý človek, lenivec, leňoch: príživník a d.2. zlý človek, ničomník, naničhodník: je to lump a d.;"	
darmožráč	+	-	3	č	aoá	á	č	"-apríživník, parazit: panskí d-i;spoločnosť lenivcov a d-ov;"	
datív	-	+	2	v	aí	í		"-u3. pád ;"	
datľovník	+	-	3	k	aoí	í	ník	"-avysoká palma s perovito zloženými listami,d. obyčajný"	
dátum	-	+	2	m	áu	u		"-mudátum -ta dátčasový údaj : d. narodenia;uviesť presný d.;niečo je staršieho, mladšieho dáta je staršie, novšie;"	
davista	-	+	3		aia	a		"-upríslušník skupiny sústredenej okolo kult.-polit. časopisu DAV;"	
dávkovač	+	-	3	č	áoa	a	č	"-aprístroj na odmeriavanie dávok"	
dávnovek	-	+	3	k	áoe	e		"-udávna minulosť: šerý d. ľudstva;"	
dav	-	+	1	v	a	a		"-u 1. veľké množstvo ľudí, zástup, masa: d. ľudí, chodcov, demonštrantov;d. vtrhol do budovy2. spoločensky nižšie postavené vrstvy: nevzdelaný d.;vyvyšovať sa nad d.;"	
