word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
аз	+	-	1	з	а	а		"старинное название буквы "а"; начальные сведения"	
азан	+	-	2	н	аа	а	ан	NOT FOUND	
азарин	+	-	3	н	ааи	и	ин	NOT FOUND	
азарт	+	-	2	рт	аа	а		"сильное возбуждение, задор, увлечение"	
азбуковник	+	-	4	к	ауои	и	ник	NOT FOUND	
азеотроп	+	-	4	п	аеоо	о		NOT FOUND	
азид	+	-	2	д	аи	и	ид	"[аз (от) -\- гр. eidos вид] — производные аэотнстоводородной кислоты;азид с в и н-ц а примен. как детонатор (см. инициирующие вещества)."	
азидотимидин	+	-	6	н	аиоиии	и	ин	NOT FOUND	
азимут	+	-	3	т	аиу	у		"угол между плоскостью меридиана точки наблюдения и вертикальной плоскостью, проходящей через эту точку и наблюдаемый объект"	
азин	+	-	2	н	аи	и	ин	"[см. азот] — класс азотсодержащих органических соединенийгетероциклического ряда; нек-рые а. играют важную роль в процессахжизнедеятельности; синтетические а. широко используют в синтезе лекарственныхпрепаратов и красителей."	
азиридин	+	-	4	н	аиии	и	ин	NOT FOUND	
азиридинамид	+	-	6	д	аиииаи	и		NOT FOUND	
азобензол	+	-	4	л	аоео	о		NOT FOUND	
азот	+	-	2	т	ао	о	от	"химический элемент, газ без цвета и запаха, главная составная часть воздуха, входящий также в состав белков и нуклеиновых кислот"	вещество
азотобактерин	+	-	6	н	аооаеи	и	ин	"— иначе азотоген — бактериальный препарат, содержащий бактерииазотобактер, способные усваивать атмосферный азот и переводить его в доступноедля растений состояние; примен. как удобрение для растений."	
азотоген	+	-	4	н	аоое	е		"[см. азот + ...ген] — то же, что азотобактерин."	
азотфиксатор	+	-	5	р	аоиао	о		NOT FOUND	
азур	+	-	2	р	ау	у		NOT FOUND	
азурит	+	-	3	т	ауи	и		"[ фр. azur лазурь] — «медная лазурь» — минерал синего цвета, основнойкарбонат меди; руда для получения меди; используется также для изготовлениясиней краски."	
азям	+	-	2	м	ая	я		NOT FOUND	
аил	+	-	2	л	аи	и		"[тюрк.] — 1) у монгольских народов — кочевая семейная группа; 2) укиргизов и алтайцев в прошлом — поселок кочевого или полукочевого типа,состоящий из родственников различных степеней; 3) сельская административно-территориальнаяединица в киргизской сср."	
аир	+	-	2	р	аи	и		"[тюрк.] — род многолетних травянистых растений сем. ароидных, растущихпо берегам рек и озер; корневище (ирный корень) содержит эфирное масло,применяемое в парфюмерной и кондитерской промышленности, а также в медицине."	
