word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
pokraj	-	-	2	j	oa	a		NOT FOUND	
pokrm	-	+	1	krm	o	o		NOT FOUND	
pokrok	-	+	2	k	oo	o		NOT FOUND	
pokus	-	+	2	s	ou	u		NOT FOUND	
pokyn	-	+	2	n	oy	y	yn	NOT FOUND	
pokřik	-	+	2	k	oi	i		NOT FOUND	
polibek	-	+	3	k	oie	e	ek	NOT FOUND	
polodrahokam	-	+	5	m	ooaoa	a		NOT FOUND	
poloměr	-	+	3	r	ooě	ě		NOT FOUND	
polotovar	-	+	4	r	oooa	a		NOT FOUND	
poločas	-	+	3	s	ooa	a		NOT FOUND	
polygon	-	+	3	n	oyo	o		"mnohoúhelník"	
polynom	-	+	3	m	oyo	o		"mnohočlen"	абстрактное понятие
polyuretan	-	+	5	n	oyuea	a	an	"plast z izokyanátů a diolů používaný na výrobu vláken, lepidel, laků"	вещество
polštář	-	-	2	ř	oá	á	ář	NOT FOUND	
polštářek	-	+	3	k	oáe	e	ek	NOT FOUND	
pomník	-	+	2	k	oí	í		NOT FOUND	
poměr	-	+	2	r	oě	ě		NOT FOUND	
pondělek	+	+	3	k	oěe	e	ek	NOT FOUND	
ponor	-	+	2	r	oo	o		NOT FOUND	
popel	+	+	2	l	oe	e		NOT FOUND	
popis	-	+	2	s	oi	i		NOT FOUND	
popisek	-	+	3	k	oie	e	ek	NOT FOUND	
poplach	-	+	2	ch	oa	a		NOT FOUND	
poplatek	-	+	3	k	oae	e	ek	NOT FOUND	
poprask	-	+	2	sk	oa	a		NOT FOUND	
popruh	-	+	2	h	ou	u		NOT FOUND	
popud	-	+	2	d	ou	u		NOT FOUND	
popílek	-	+	3	k	oíe	e	ek	NOT FOUND	
porcelán	-	+	3	n	oeá	á	án	NOT FOUND	
porod	-	+	2	d	oo	o		NOT FOUND	
porost	-	+	2	st	oo	o		NOT FOUND	
portfej	-	-	2	j	oe	e		"obor působnosti ministra; taška na písemnosti"	артефакт
portrét	-	+	2	t	oé	é		"podobizna"	артефакт
portál	-	+	2	l	oá	á		"architektonicky upravený vchod, vjezd, začátek tunelu, přechod mezi hledištěm a jevištěm"	
poryv	-	+	2	v	oy	y		NOT FOUND	
posilovač	-	-	4	č	oioa	a	ač	NOT FOUND	
poskok	-	+	2	k	oo	o		NOT FOUND	
poslech	-	+	2	ch	oe	e		NOT FOUND	
posměch	-	+	2	ch	oě	ě		NOT FOUND	
posměšek	-	+	3	k	oěe	e	ek	NOT FOUND	
post	-	+	1	st	o	o		"místo; postavení, funkce"	
postel	-	-	2	l	oe	e	el	NOT FOUND	
postih	-	+	2	h	oi	i		NOT FOUND	
postoj	-	-	2	j	oo	o		NOT FOUND	
postrach	-	+	2	ch	oa	a		NOT FOUND	
postroj	-	-	2	j	oo	o		NOT FOUND	
postulát	-	+	3	t	ouá	á		"požadavek, předpoklad přijímaný bez důkazu"	абстрактное понятие
postup	-	+	2	p	ou	u		NOT FOUND	
postřeh	-	+	2	h	oe	e		NOT FOUND	
postřik	-	+	2	k	oi	i		NOT FOUND	
posudek	-	+	3	k	oue	e	ek	NOT FOUND	
posun	-	+	2	n	ou	u		NOT FOUND	
posuv	-	+	2	v	ou	u		NOT FOUND	
pot	-	+	1	t	o	o		NOT FOUND	
potah	-	+	2	h	oa	a		NOT FOUND	
potenciál	-	+	4	l	oeiá	á		"souhrn schopností, celková možnost něco udělat"	абстрактное понятие
potisk	-	+	2	sk	oi	i		NOT FOUND	
potlesk	-	+	2	sk	oe	e		NOT FOUND	
potok	+	-	2	k	oo	o		NOT FOUND	
potrat	-	+	2	t	oa	a		NOT FOUND	
potápěč	-	-	3	č	oáě	ě		NOT FOUND	
potěr	-	+	2	r	oě	ě		NOT FOUND	
potůček	+	+	3	k	oůe	e	ek	NOT FOUND	
poukaz	-	+	3	z	oua	a		NOT FOUND	
poutač	-	-	3	č	oua	a	ač	NOT FOUND	
povel	-	+	2	l	oe	e		NOT FOUND	
povlak	-	+	2	k	oa	a		NOT FOUND	
povoz	-	+	2	z	oo	o		NOT FOUND	
povrch	-	+	1	vrch	o	o		NOT FOUND	
povyk	-	+	2	k	oy	y		NOT FOUND	
povzdech	-	+	2	ch	oe	e		NOT FOUND	
pozdrav	-	+	2	v	oa	a		NOT FOUND	
pozemek	-	+	3	k	oee	e	ek	NOT FOUND	
pozitiv	-	+	3	v	oii	i		"základní stupeň při stupňování přídavných jmen a příslovcí; nepřenosné malé varhany; fotografický obraz vzniklý vyvoláním negativu"	абстрактное понятие
poznatek	-	+	3	k	oae	e	ek	NOT FOUND	
pozor	-	+	2	r	oo	o		NOT FOUND	
pozůstatek	-	+	4	k	oůae	e	ek	NOT FOUND	
počet	-	+	2	t	oe	e		NOT FOUND	
počin	-	+	2	n	oi	i	in	NOT FOUND	
počátek	-	+	3	k	oáe	e	ek	NOT FOUND	
počítač	-	-	3	č	oía	a	ač	NOT FOUND	
pořad	-	+	2	d	oa	a		NOT FOUND	
pořadač	-	-	3	č	oaa	a	ač	NOT FOUND	
pořadník	-	+	3	k	oaí	í	ník	NOT FOUND	
pořádek	-	+	3	k	oáe	e	ek	NOT FOUND	
poštěváček	-	+	4	k	oěáe	e	ek	NOT FOUND	
požadavek	-	+	4	k	oaae	e	ek	NOT FOUND	
požitek	-	+	3	k	oie	e	ek	NOT FOUND	
požár	-	+	2	r	oá	á		NOT FOUND	
prach	-	+	1	ch	a	a		NOT FOUND	
prak	-	+	1	k	a	a		NOT FOUND	
pramen	-	+	2	n	ae	e		NOT FOUND	
pramínek	-	+	3	k	aíe	e	ek	NOT FOUND	
prapor	-	+	2	r	ao	o		NOT FOUND	
praporek	-	+	3	k	aoe	e	ek	NOT FOUND	
pravopis	-	+	3	s	aoi	i		NOT FOUND	
pravěk	-	+	2	k	aě	ě		NOT FOUND	
pražec	-	-	2	c	ae	e	ec	NOT FOUND	
prefix	-	+	2	x	ei	i		"předpona"	
presbytář	-	-	3	ř	eyá	á	ář	"kněžiště; chrámový prostor vyhrazený kněžím, např. kolem hlavního oltáře"	
prestiž	-	-	2	ž	ei	i		"vážnost, významnost, pověst; hodnocení nebo ocenění ostatními"	абстрактное понятие
prezervativ	-	+	4	v	eeai	i		"mužský gumový ochranný a antikoncepční prostředek, kondom"	артефакт
princip	-	+	2	p	ii	i		"základní myšlenka, obecná zákonitost; výchozí zásada, pravidlo"	абстрактное понятие
problém	-	+	2	m	oé	é		"věc k řešení, sporná otázka, otázka k rozhodnutí"	абстрактное понятие
procent	+	-	2	nt	oe	e		NOT FOUND	
proces	-	+	2	s	oe	e		"průběh, vývoj, děj; soudní řízení"	
procesor	-	+	3	r	oeo	o		"zařízení počítače, které je schopné provádět operace s daty,"	артефакт
prodej	-	-	2	j	oe	e		NOT FOUND	
produkt	-	+	2	kt	ou	u		"výrobek, výtvor; vytvořená hodnota; výsledek činnosti"	
profil	-	+	2	l	oi	i		"pohled ze strany; obrys; celkový obraz, charakter člověka"	
profit	-	+	2	t	oi	i		"prospěch, užitek, zisk"	
program	-	+	2	m	oa	a		"stanovený plán činnosti, pracovní náplň, dokument o tom; určený sled událostí; tištěné oznámení pořadu; kroky vedoucí k předem stanovenému cíli"	
prohlížeč	-	-	3	č	oíe	e	eč	NOT FOUND	
prohřešek	-	+	3	k	oee	e	ek	NOT FOUND	
projekt	-	+	2	kt	oe	e		"plán, záměr, úmysl; stavebněkonstrukční nebo organizačně-finanční dokumentace"	абстрактное понятие
projektil	-	+	3	l	oei	i		"střela"	
projev	-	+	2	v	oe	e		NOT FOUND	
prolog	-	+	2	g	oo	o		"úvodní část, úvod, předmluva"	
pronájem	-	+	3	m	oáe	e		NOT FOUND	
propad	-	+	2	d	oa	a		NOT FOUND	
propadák	-	+	3	k	oaá	á	ák	NOT FOUND	
propolis	-	+	3	s	ooi	i		"včelí tmel s voskem s baktericidními vlastnostmi, sloužící na tvorbu plástů"	вещество
propočet	-	+	3	t	ooe	e		NOT FOUND	
proslov	-	+	2	v	oo	o		NOT FOUND	
prospekt	-	+	2	kt	oe	e		"1. informační leták, brožurka; 2. velkoměstská široká ulice"	артефакт
prospěch	-	+	2	ch	oě	ě		NOT FOUND	
prostoj	-	-	2	j	oo	o		NOT FOUND	
prostor	-	+	2	r	oo	o		NOT FOUND	
prostředek	+	+	3	k	oee	e	ek	NOT FOUND	
prostředník	-	+	3	k	oeí	í		NOT FOUND	
prostředníček	-	+	4	k	oeíe	e	ek	NOT FOUND	
protein	-	+	3	n	oei	i	in	"bílkovina"	
protekcionismus	-	+	6	s	oeioiu	u		NOT FOUND	
protest	-	+	2	st	oe	e		"vyjádřený nesouhlas, projev nesouhlasu"	абстрактное понятие
protiargument	-	+	5	nt	oiaue	e		NOT FOUND	
protiklad	-	+	3	d	oia	a		NOT FOUND	
protinávrh	-	+	3	vrh	oiá	á		NOT FOUND	
protisměr	-	+	3	r	oiě	ě		NOT FOUND	
protlak	-	+	2	k	oa	a		NOT FOUND	
protokol	-	+	3	l	ooo	o		"zápis o jednání, forma smlouvy, záznam údajů; souhrn společenských a úředních pravidel upravujících styk s cizím i diplomaty; sada pravidel podle kterých komunikují dva počítače nebo počítač a periferní zařízení"	
prototyp	-	+	3	p	ooy	y		"vzor, předobraz, příklad, první zkušební výrobek"	абстрактное понятие
protějšek	+	+	3	k	oěe	e	ek	NOT FOUND	
proud	-	+	2	d	ou	u		NOT FOUND	
proutek	-	+	3	k	oue	e	ek	NOT FOUND	
proužek	-	+	3	k	oue	e	ek	NOT FOUND	
provaz	-	+	2	z	oa	a		NOT FOUND	
provoz	-	+	2	z	oo	o		NOT FOUND	
provázek	-	+	3	k	oáe	e	ek	NOT FOUND	
prožitek	-	+	3	k	oie	e	ek	NOT FOUND	
prsten	-	+	1	n	e	e		NOT FOUND	
prstenec	-	-	2	c	ee	e	ec	NOT FOUND	
pruh	-	+	1	h	u	u		NOT FOUND	
prut	-	+	1	t	u	u		NOT FOUND	
prvek	-	+	1	k	e	e	ek	NOT FOUND	
práh	-	+	1	h	á	á		NOT FOUND	
prát	-	+	1	t	á	á		NOT FOUND	
prášek	-	+	2	k	áe	e	ek	NOT FOUND	
průběh	-	+	2	h	ůě	ě		NOT FOUND	
průchod	-	+	2	d	ůo	o		NOT FOUND	
průduch	-	+	2	ch	ůu	u		NOT FOUND	
průjem	-	+	2	m	ůe	e		NOT FOUND	
průjezd	-	+	2	zd	ůe	e		NOT FOUND	
průkaz	-	+	2	z	ůa	a		NOT FOUND	
průlet	-	+	2	t	ůe	e		NOT FOUND	
průlez	-	+	2	z	ůe	e		NOT FOUND	
průliv	-	+	2	v	ůi	i		NOT FOUND	
průlom	-	+	2	m	ůo	o		NOT FOUND	
průmysl	-	+	2	sl	ůy	y		NOT FOUND	
průměr	-	+	2	r	ůě	ě		NOT FOUND	
průnik	-	+	2	k	ůi	i		NOT FOUND	
průplav	-	+	2	v	ůa	a		NOT FOUND	
průsak	-	+	2	k	ůa	a		NOT FOUND	
průser	-	+	2	r	ůe	e		NOT FOUND	
průsečík	-	+	3	k	ůeí	í		NOT FOUND	
průtah	-	+	2	h	ůa	a		NOT FOUND	
průtok	-	+	2	k	ůo	o		NOT FOUND	
průvan	-	+	2	n	ůa	a	an	NOT FOUND	
průvod	-	+	2	d	ůo	o		NOT FOUND	
průzkum	-	+	2	m	ůu	u		NOT FOUND	
průzor	-	+	2	r	ůo	o		NOT FOUND	
průřez	-	+	2	z	ůe	e		NOT FOUND	
průšvih	-	+	2	h	ůi	i		NOT FOUND	
pseudonym	-	+	4	m	euoy	y		"krycí jméno (užívané zejm. autory uměleckých děl), kryptonym"	
ptáček	-	+	2	k	áe	e	ek	NOT FOUND	
puch	-	+	1	ch	u	u		NOT FOUND	
puchýř	-	-	2	ř	uý	ý		NOT FOUND	
pud	-	+	1	d	u	u		NOT FOUND	
pudink	-	+	2	nk	ui	i		"pokrm ze škrobové moučky zavařené v mléce; pokrm vařený ve vodní lázni"	вещество
pudr	-	+	1	dr	u	u		NOT FOUND	
puls	-	+	1	ls	u	u		"tep; pravidelně se opakující impulz"	
pulsar	-	+	2	r	ua	a		"kosmický rádiový zdroj vysílající pravidelné impulzy rádiového záření"	
pult	-	+	1	lt	u	u		NOT FOUND	
punk	-	+	1	nk	u	u		"nekonformní generální hnutí, zejm. amatérský hudební styl a způsob oblékání"	
puntík	-	+	2	k	uí	í		NOT FOUND	
pupek	-	+	2	k	ue	e	ek	NOT FOUND	
pupen	-	+	2	n	ue	e		NOT FOUND	
pupík	-	+	2	k	uí	í		NOT FOUND	
pupínek	-	+	3	k	uíe	e	ek	NOT FOUND	
puč	-	-	1	č	u	u		"násilný politický převrat uskutečněný malou skupinou osob"	
pyj	-	-	1	j	y	y		NOT FOUND	
pyl	-	+	1	l	y	y		NOT FOUND	
pylon	-	+	2	n	yo	o		"dekorativní věžovitá stavba zpravidla ve tvaru komolého jehlanu; stožár visutých nebo zavěšených mostů podpírající nosné lano, řetěz"	артефакт
pysk	-	+	1	sk	y	y		NOT FOUND	
pytel	-	-	2	l	ye	e		NOT FOUND	
pytlík	-	+	2	k	yí	í		NOT FOUND	
pád	-	+	1	d	á	á		NOT FOUND	
pár	-	+	1	r	á	á		NOT FOUND	
párek	-	+	2	k	áe	e	ek	NOT FOUND	
pás	-	+	1	s	á	á		NOT FOUND	
pásek	-	+	2	k	áe	e	ek	NOT FOUND	
pátek	-	+	2	k	áe	e	ek	NOT FOUND	
písek	-	+	2	k	íe	e	ek	NOT FOUND	
pískot	-	+	2	t	ío	o	ot	NOT FOUND	
píst	-	+	1	st	í	í		NOT FOUND	
pól	-	+	1	l	ó	ó		"hlavní, ústřední, extrémní, výjimečný bod; průsečík"	
pór	-	+	1	r	ó	ó		NOT FOUND	
přebor	-	+	2	r	eo	o		NOT FOUND	
přebytek	-	+	3	k	eye	e	ek	NOT FOUND	
přechod	-	+	2	d	eo	o		NOT FOUND	
předek	-	+	2	k	ee	e	ek	NOT FOUND	
předkrm	-	+	1	dkrm	e	e		NOT FOUND	
předmět	-	+	2	t	eě	ě		NOT FOUND	
přednes	-	+	2	s	ee	e		NOT FOUND	
předpis	-	+	2	s	ei	i		NOT FOUND	
předpoklad	-	+	3	d	eoa	a		NOT FOUND	
předpokoj	-	-	3	j	eoo	o		NOT FOUND	
představec	-	-	3	c	eae	e	ec	NOT FOUND	
předstih	-	+	2	h	ei	i		NOT FOUND	
předsudek	-	+	3	k	eue	e	ek	NOT FOUND	
předvečer	+	-	3	r	eee	e		NOT FOUND	
předák	-	+	2	k	eá	á	ák	NOT FOUND	
přehled	-	+	2	d	ee	e		NOT FOUND	
přehmat	-	+	2	t	ea	a		NOT FOUND	
přehoz	-	+	2	z	eo	o		NOT FOUND	
přehrávač	-	-	3	č	eáa	a	ač	NOT FOUND	
přejezd	-	+	2	zd	ee	e		NOT FOUND	
překlad	-	+	2	d	ea	a		NOT FOUND	
překladač	-	-	3	č	eaa	a	ač	NOT FOUND	
přelet	-	+	2	t	ee	e		NOT FOUND	
přeliv	-	+	2	v	ei	i		NOT FOUND	
přelom	-	+	2	m	eo	o		NOT FOUND	
přelud	-	+	2	d	eu	u		NOT FOUND	
přemet	-	+	2	t	ee	e		NOT FOUND	
přenašeč	-	-	3	č	eae	e	eč	NOT FOUND	
přenos	-	+	2	s	eo	o		NOT FOUND	
přepad	-	+	2	d	ea	a		NOT FOUND	
přepis	-	+	2	s	ei	i		NOT FOUND	
přepočet	-	+	3	t	eoe	e		NOT FOUND	
přepych	-	+	2	ch	ey	y		NOT FOUND	
přepínač	-	-	3	č	eía	a	ač	NOT FOUND	
přesah	-	+	2	h	ea	a		NOT FOUND	
přestup	-	+	2	p	eu	u		NOT FOUND	
přestupek	-	+	3	k	eue	e	ek	NOT FOUND	
přesun	-	+	2	n	eu	u		NOT FOUND	
přesčas	-	+	2	s	ea	a		NOT FOUND	
přetisk	-	+	2	sk	ei	i		NOT FOUND	
převlek	-	+	2	k	ee	e	ek	NOT FOUND	
převod	-	+	2	d	eo	o		NOT FOUND	
převodník	-	+	3	k	eoí	í	ník	NOT FOUND	
převoz	-	+	2	z	eo	o		NOT FOUND	
převrat	-	+	2	t	ea	a		NOT FOUND	
převáděč	-	-	3	č	eáě	ě		NOT FOUND	
přečin	-	+	2	n	ei	i	in	NOT FOUND	
přežitek	-	+	3	k	eie	e	ek	NOT FOUND	
přijímač	-	-	3	č	iía	a	ač	NOT FOUND	
příboj	-	-	2	j	ío	o		NOT FOUND	
příbor	-	+	2	r	ío	o		NOT FOUND	
příbytek	-	+	3	k	íye	e	ek	NOT FOUND	
příběh	-	+	2	h	íě	ě		NOT FOUND	
příchod	-	+	2	d	ío	o		NOT FOUND	
přídavek	-	+	3	k	íae	e	ek	NOT FOUND	
přídomek	-	+	3	k	íoe	e	ek	NOT FOUND	
příděl	-	+	2	l	íě	ě		NOT FOUND	
příjem	-	+	2	m	íe	e		NOT FOUND	
příjezd	-	+	2	zd	íe	e		NOT FOUND	
příkaz	-	+	2	z	ía	a		NOT FOUND	
příklad	-	+	2	d	ía	a		NOT FOUND	
příkon	-	+	2	n	ío	o		NOT FOUND	
příkop	-	+	2	p	ío	o		NOT FOUND	
příkrov	-	+	2	v	ío	o		NOT FOUND	
přílet	-	+	2	t	íe	e		NOT FOUND	
příliv	-	+	2	v	íi	i		NOT FOUND	
příměr	-	+	2	r	íě	ě		NOT FOUND	
přínos	-	+	2	s	ío	o		NOT FOUND	
případ	-	+	2	d	ía	a		NOT FOUND	
přípitek	-	+	3	k	íie	e	ek	NOT FOUND	
příplatek	-	+	3	k	íae	e	ek	NOT FOUND	
přípoj	-	-	2	j	ío	o		NOT FOUND	
přípravek	-	+	3	k	íae	e	ek	NOT FOUND	
přírodopis	-	+	4	s	íooi	i		NOT FOUND	
přírůstek	-	+	3	k	íůe	e	ek	NOT FOUND	
příslib	-	+	2	b	íi	i		NOT FOUND	
příspěvek	-	+	3	k	íěe	e	ek	NOT FOUND	
přístav	-	+	2	v	ía	a		NOT FOUND	
přístavek	-	+	3	k	íae	e	ek	NOT FOUND	
přístroj	-	-	2	j	ío	o		NOT FOUND	
přístup	-	+	2	p	íu	u		NOT FOUND	
přístřešek	-	+	3	k	íee	e	ek	NOT FOUND	
přísun	-	+	2	n	íu	u		NOT FOUND	
přítlak	-	+	2	k	ía	a		NOT FOUND	
přítok	-	+	2	k	ío	o		NOT FOUND	
příval	-	+	2	l	ía	a		NOT FOUND	
přívlastek	-	+	3	k	íae	e	ek	NOT FOUND	
přívod	-	+	2	d	ío	o		NOT FOUND	
přívoz	-	+	2	z	ío	o		NOT FOUND	
přívěs	-	+	2	s	íě	ě		NOT FOUND	
přívěsek	-	+	3	k	íěe	e	ek	NOT FOUND	
přívěšek	-	+	3	k	íěe	e	ek	NOT FOUND	
příznak	-	+	2	k	ía	a		NOT FOUND	
přízrak	-	+	2	k	ía	a		NOT FOUND	
přízvuk	-	+	2	k	íu	u		NOT FOUND	
půdorys	-	+	3	s	ůoy	y		NOT FOUND	
půst	-	+	1	st	ů	ů		NOT FOUND	
půvab	-	+	2	b	ůa	a		NOT FOUND	
původ	-	+	2	d	ůo	o		NOT FOUND	
rabat	-	+	2	t	aa	a		"1. sleva velkoodběrateli; 2. u uniformy široká dvouřadová klopa jiné barvy"	артефакт
rachot	-	+	2	t	ao	o	ot	NOT FOUND	
radar	-	+	2	r	aa	a		"radiolokátor"	артефакт
radikál	-	+	3	l	aiá	á		"1. skupina atomů obsahující nepárový elektron; 2. skupina souhlásek nesoucí význam; 3. průbojný, nekompromisní člověk; stoupenec radikalizmu"	вещество
radiolokátor	-	+	6	r	aiooáo	o		"zařízení ke zjišťování rychlosti a polohy objektů metodou odrazu elektromagnetických vln, radar"	артефакт
radionuklid	-	+	5	d	aioui	i		"radioaktivní nuklid"	вещество
radiopřijímač	-	-	6	č	aioiía	a	ač	NOT FOUND	артефакт
radiátor	-	+	4	r	aiáo	o		"obv. článkované topné těleso"	
rafting	-	+	2	ng	ai	i		"sjíždění divokých řek, původně na vorech, v současnosti na nafukovacích člunech"	
raketoplán	-	+	4	n	aeoá	á	án	"letadlo s raketovým motorem; kosmický r. dopravní prostředek pro kosmické lety"	артефакт
rampouch	-	+	3	ch	aou	u		NOT FOUND	
ranec	-	-	2	c	ae	e	ec	NOT FOUND	
rastr	-	+	1	str	a	a		"síť, mřížka"	
reaktor	-	+	3	r	eao	o		"1. zařízení na provádění chemických reakcí; 2. jaderný r. zařízení umožňující využít řízenou řetězovou štěpnou reakci"	артефакт
recept	-	+	2	pt	ee	e		"rada, návod, jak něčeho dosáhnout; složení přípravku, písemný požadavek lékaře na lékárníka k výrobě či vydání léku"	
recipient	-	+	4	nt	eiie	e		"1. příjemce; 2. zvonovitá nádoba na úschovu nebo zpracování materiálů ve vakuu"	
referát	-	+	3	t	eeá	á		"zpráva hodnotící skutečnosti veřejného rázu nebo i vědeckou problematiku; posudek otištěný v denním tisku; organizační složka útvaru"	артефакт
reflektor	-	+	3	r	eeo	o		"1. světlomet; 2. zrcadlový dalekohled"	
reflex	-	+	2	x	ee	e		"1. odraz světla, odlesk, zrcadlení; 2. bezděčná odezva organizmu na vnější podnět zprostředkovaná nervovým systémem"	
refrén	-	+	2	n	eé	é		"pravidelně se opakující část písně nebo básně"	
regiment	-	+	3	nt	eie	e		"pluk; velké množství, velký počet někoho, něčeho"	
region	-	+	3	n	eio	o		"krajinný celek různého řádu; správní celek, okrsek, rajon"	
registr	-	+	2	str	ei	i		"seznam, soupis, ukazatel, rejstřík"	
regulátor	-	+	4	r	euáo	o		"zařízení pro samočinnou regulaci, usměrňovatel, upravovatel"	
regál	-	+	2	l	eá	á		"1. podélný nábytek s otevřenými policemi, etažér; 2. výhradní právo panovníka k činnostem přinášejícím majetkový prospěch"	
rej	-	-	1	j	e	e		NOT FOUND	
rejstřík	-	+	2	k	eí	í		NOT FOUND	
rekord	-	+	2	rd	eo	o		"nejlepší výkon"	
relikt	-	+	2	kt	ei	i		"pozůstatek, zbytek"	
reliéf	-	+	3	f	eié	é		"plastické zobrazení na ploše; plasticita, tvářnost povrchu"	
rentgen	-	+	2	n	ee	e		"starší jednotka pro ozáření; přístroj na prozařování hmoty rentgenovým zářením"	артефакт
reparát	-	+	3	t	eaá	á		"opravná zkouška"	
repelent	-	+	3	nt	eee	e		"chemická látka odpuzující hmyz"	вещество
repertoár	-	+	4	r	eeoá	á		"seznam, soubor, zásoba schopností, dovedností; program her, skladeb"	
reprezentant	-	+	4	nt	eeea	a		"představitel, osoba, která někoho zastupuje"	
reproduktor	-	+	4	r	eouo	o		"zařízení na přeměnu elektrických signálů na akustické, amplion"	
resort	-	+	2	rt	eo	o		"obor působnosti; úřad, ministerstvo, odbor"	
respekt	-	+	2	kt	ee	e		"vážnost, úcta; bázeň, ohled"	
ret	-	+	1	t	e	e		NOT FOUND	
retardér	-	+	3	r	eaé	é		"zpomalovač, látka zpomalující chemickou reakci"	
revers	-	+	2	rs	ee	e		"1. zadní strana mince, dokladu, pečeti; 2. písemný souhlas s léčebným postupem"	
revolver	-	+	3	r	eoe	e		"1. ruční střelná zbraň s otáčivým bubínkem; 2. revolverový soustruh, obráběcí stroj s otáčivou hlavou; otáčivý nosič"	артефакт
rez	-	+	1	z	e	e		NOT FOUND	
rezervoár	-	+	4	r	eeoá	á		"nádrž, zásobník"	артефакт
rezistor	-	+	3	r	eio	o		"odporník"	артефакт
rezort	-	+	2	rt	eo	o		"obor působnosti; úřad, ministerstvo, odbor"	
režim	-	+	2	m	ei	i		"způsob, úprava, systém chodu (vlády, života, práce, průběhu)"	
rif	-	+	1	f	i	i		"podmořský útes při hladině; 2. opakovaný doprovodný, motiv v džezové improvizaci"	
ring	-	+	1	ng	i	i		"kruh; sportovní bojiště, zápasiště"	
risk	-	+	1	sk	i	i		"nebezpečí, riziko"	абстрактное понятие
rod	-	+	1	d	o	o		NOT FOUND	
rodokmen	-	+	3	n	ooe	e		NOT FOUND	
roh	-	+	1	h	o	o		NOT FOUND	
rohlík	-	+	2	k	oí	í		NOT FOUND	
roj	-	-	1	j	o	o		NOT FOUND	
rok	+	+	1	k	o	o		NOT FOUND	
rokenrol	-	+	3	l	oeo	o		"1. americký hudební styl vzniklý prolínáním černošské a bělošské lidové taneční hudby, s výraznou rytmičností; 2. rychlý tanec amerického původu ve čtyřčtvrtečním taktu se synkopami"	
rondel	-	+	2	l	oe	e		"básnický útvar o 12 až 16 verších členěných do tří slok; původně pevnostní stavba s kruhovým nebo oválným půdorysem"	
ropovod	-	+	3	d	ooo	o		NOT FOUND	
rosol	-	+	2	l	oo	o		NOT FOUND	
roubík	-	+	3	k	ouí	í		NOT FOUND	
rozbor	-	+	2	r	oo	o		NOT FOUND	
rozbočovač	-	-	4	č	oooa	a	ač	NOT FOUND	
rozběh	-	+	2	h	oě	ě		NOT FOUND	
rozbřesk	-	+	2	sk	oe	e		NOT FOUND	
rozcestník	-	+	3	k	oeí	í		NOT FOUND	
rozchod	-	+	2	d	oo	o		NOT FOUND	
rozdíl	-	+	2	l	oí	í		NOT FOUND	
rozdělovač	-	-	4	č	oěoa	a	ač	NOT FOUND	
rozestup	-	+	3	p	oeu	u		NOT FOUND	
rozhlas	-	+	2	s	oa	a		NOT FOUND	
rozhled	-	+	2	d	oe	e		NOT FOUND	
rozhovor	-	+	3	r	ooo	o		NOT FOUND	
rozkaz	-	+	2	z	oa	a		NOT FOUND	
rozklad	-	+	2	d	oa	a		NOT FOUND	
rozkol	-	+	2	l	oo	o		NOT FOUND	
rozkrok	-	+	2	k	oo	o		NOT FOUND	
rozkvět	-	+	2	t	oě	ě		NOT FOUND	
rozmach	-	+	2	ch	oa	a		NOT FOUND	
rozmar	-	+	2	r	oa	a		NOT FOUND	
rozmysl	-	+	2	sl	oy	y		NOT FOUND	
rozměr	-	+	2	r	oě	ě		NOT FOUND	
rozpad	-	+	2	d	oa	a		NOT FOUND	
rozpis	-	+	2	s	oi	i		NOT FOUND	
rozpor	-	+	2	r	oo	o		NOT FOUND	
rozprašovač	-	-	4	č	oaoa	a	ač	NOT FOUND	
rozptyl	-	+	2	l	oy	y		NOT FOUND	
rozruch	-	+	2	ch	ou	u		NOT FOUND	
rozrůst	-	+	2	st	oů	ů		NOT FOUND	
rozsah	-	+	2	h	oa	a		NOT FOUND	
rozsudek	-	+	3	k	oue	e	ek	NOT FOUND	
roztok	-	+	2	k	oo	o		NOT FOUND	
rozum	-	+	2	m	ou	u		NOT FOUND	
rozvaděč	-	-	3	č	oaě	ě		NOT FOUND	
rozvod	-	+	2	d	oo	o		NOT FOUND	
rozvoj	-	-	2	j	oo	o		NOT FOUND	
rozvor	-	+	2	r	oo	o		NOT FOUND	
rozvoz	-	+	2	z	oo	o		NOT FOUND	
rozvrh	-	+	1	zvrh	o	o		NOT FOUND	
ročník	-	+	2	k	oí	í		NOT FOUND	
rošt	-	+	1	št	o	o		NOT FOUND	
rožeň	-	-	2	ň	oe	e		NOT FOUND	
rub	-	+	1	b	u	u		NOT FOUND	
rubáš	-	-	2	š	uá	á		NOT FOUND	
ruch	-	+	1	ch	u	u		NOT FOUND	
rukopis	-	+	3	s	uoi	i		NOT FOUND	
ruksak	-	+	2	k	ua	a		"batoh, tlumok na záda"	артефакт
rukáv	-	+	2	v	uá	á		NOT FOUND	
runtime	-	+	3		uie	e		NOT FOUND	
ručník	-	+	2	k	uí	í		NOT FOUND	
rybník	+	-	2	k	yí	í		NOT FOUND	
rybníček	-	+	3	k	yíe	e	ek	NOT FOUND	
rybolov	-	+	3	v	yoo	o		NOT FOUND	
rybíz	-	+	2	z	yí	í		NOT FOUND	
rychloměr	-	+	3	r	yoě	ě		NOT FOUND	
